Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g8037	0	0	0	0	0	0	0	0
g8038	8	0	0	0	0	0	0	0
g8039	9	8	18	18	6	18	11	11
g804	0	0	0	0	0	0	0	0
g8040	3	0	0	0	0	0	0	0
g8041	0	0	0	0	0	0	0	0
g8042	9	14	11	11	27	11	25	25
g8043	0	0	4	4	0	0	0	0
g8044	8	20	0	0	4	11	5	5
g8045	8	14	0	0	0	6	5	5
g8046	2	0	0	0	0	0	0	0
g8047	4	0	8	8	6	8	7	7
g8048	0	0	0	0	5	7	4	4
g8049	5	8	2	2	18	17	13	13
g805	0	0	0	0	0	0	0	0
g8050	0	7	5	5	14	4	0	0
g8051	0	4	0	0	3	3	7	7
g8052	29	20	11	11	18	31	20	20
g8053	12	25	9	9	15	10	12	12
g8054	12	12	0	0	10	7	2	2
g8055	0	0	0	0	0	0	0	0
g8056	0	0	0	0	0	0	0	0
g8057	0	0	0	0	0	0	0	0
g8058	0	0	3	3	3	0	0	0
g8059	0	0	0	0	0	0	0	0
g806	0	0	0	0	0	0	0	0
g8060	5	0	0	0	0	0	2	2
g8061	0	0	2	2	0	0	0	0
g8062	4	0	0	0	5	2	0	0
g8063	0	0	0	0	0	0	0	0
g8064	0	0	0	0	0	0	0	0
g8065	2	6	0	0	0	6	0	0
g8066	0	4	0	0	0	2	0	0
g8067	0	0	0	0	0	0	0	0
g8068	0	0	0	0	0	0	0	0
g8069	8	8	20	20	6	8	8	8
g807	2	4	2	2	0	2	2	2
g8070	0	0	0	0	0	0	0	0
g8071	0	0	0	0	0	10	10	10
g8072	0	0	0	0	0	0	0	0
g8073	0	0	0	0	0	0	2	2
g8074	8	6	6	6	14	7	11	11
g8075	0	0	0	0	0	0	0	0
g8076	0	0	0	0	0	0	0	0
g8077	0	0	0	0	0	0	0	0
g8078	0	0	0	0	0	0	0	0
g8079	0	0	0	0	0	0	0	0
g808	0	0	0	0	0	0	0	0
g8080	0	4	0	0	0	6	0	0
g8081	9	13	8	8	0	13	11	11
g8082	0	0	0	0	0	0	0	0
g8083	0	0	0	0	0	0	0	0
g8084	0	0	0	0	0	0	0	0
g8085	0	0	0	0	0	0	0	0
g8086	6	0	0	0	5	5	8	8
g8087	14	16	29	29	21	31	10	10
g8088	0	0	0	0	0	0	0	0
g8089	0	1	0	0	0	1	0	0
g809	10	22	15	15	21	14	17	17
g8090	0	0	0	0	0	0	0	0
g8091	0	4	6	6	0	0	10	10
g8092	0	0	0	0	0	0	0	0
g8093	0	7	0	0	0	0	0	0
g8094	6	4	0	0	2	0	6	6
g8095	0	2	4	4	6	0	8	8
g8096	1	9	3	3	0	5	3	3
g8097	0	2	2	2	0	2	0	0
g8098	4	2	0	0	0	0	0	0
g8099	0	0	0	0	2	4	7	7
g81	0	0	0	0	0	0	0	0
g810	5	3	11	11	8	5	9	9
g8100	2	0	0	0	0	8	4	4
g8101	1	2	4	4	0	5	2	2
g8102	0	0	0	0	0	3	3	3
g8103	6	0	0	0	0	0	12	12
g8104	111	131	95	95	90	130	75	75
g8105	2	0	0	0	0	0	0	0
g8106	2	0	7	7	0	0	0	0
g8107	0	0	0	0	0	0	0	0
g8108	23	41	12	12	30	30	26	26
g8109	2	2	0	0	0	0	0	0
g811	17	36	22	22	28	22	6	6
g8110	15	0	11	11	6	27	8	8
g8111	0	0	0	0	4	0	0	0
g8112	0	0	0	0	0	0	0	0
g8113	0	0	2	2	0	0	4	4
g8114	0	10	0	0	0	0	0	0
g8115	0	3	0	0	0	0	0	0
g8116	0	0	0	0	2	0	0	0
g8117	2	0	0	0	4	0	0	0
g8118	0	0	0	0	0	0	0	0
g8119	3	10	9	9	14	10	12	12
g812	0	0	3	3	6	0	0	0
g8120	0	0	0	0	0	0	0	0
g8121	4	10	6	6	3	11	6	6
g8122	0	0	3	3	0	2	11	11
g8123	0	0	0	0	0	0	0	0
g8124	0	0	0	0	0	0	0	0
g8125	0	4	0	0	0	0	0	0
g8126	0	0	0	0	0	0	0	0
g8127	0	0	0	0	0	0	0	0
g8128	0	0	0	0	0	0	0	0
g8129	3	0	0	0	0	0	2	2
g813	6	0	0	0	0	2	0	0
g8130	6	6	8	8	0	5	4	4
g8131	0	0	0	0	0	0	0	0
g8132	0	0	0	0	0	0	0	0
g8133	3	6	0	0	5	14	0	0
g8134	0	0	0	0	0	0	5	5
g8135	113	164	185	185	187	145	120	120
g8136	12	12	20	20	4	26	0	0
g8137	0	0	0	0	0	0	0	0
g8138	0	6	0	0	2	0	0	0
g8139	0	0	0	0	0	0	0	0
g814	5	4	2	2	0	4	2	2
g8140	0	0	0	0	0	0	0	0
g8141	1	0	0	0	0	0	0	0
g8142	0	7	0	0	0	3	0	0
g8143	0	10	0	0	3	3	0	0
g8144	0	0	0	0	0	0	0	0
g8145	0	0	0	0	0	0	0	0
g8146	0	0	0	0	0	0	0	0
g8147	0	0	0	0	0	0	0	0
g8148	0	0	0	0	0	0	0	0
g8149	0	0	0	0	0	0	0	0
g815	0	0	0	0	0	0	0	0
g8150	0	9	2	2	0	5	0	0
g8151	4	0	0	0	0	2	0	0
g8152	5	4	4	4	0	4	0	0
g8153	8	0	0	0	0	4	0	0
g8154	8	11	4	4	4	0	8	8
g8155	0	0	0	0	0	0	0	0
g8156	111	93	81	81	113	95	77	77
g8157	19	27	28	28	16	24	35	35
g8158	2	0	0	0	0	0	0	0
g8159	0	0	0	0	0	0	0	0
g816	0	0	0	0	0	0	0	0
g8160	0	0	0	0	4	6	0	0
g8161	0	0	0	0	0	0	0	0
g8162	3	3	0	0	0	0	3	3
g8163	0	2	9	9	1	2	0	0
g8164	12	0	0	0	8	6	8	8
g8165	0	0	0	0	4	0	0	0
g8166	4	13	6	6	2	0	5	5
g8167	0	2	4	4	0	0	2	2
g8168	4	0	0	0	4	0	6	6
g8169	0	2	6	6	0	4	0	0
g817	0	2	0	0	0	0	0	0
g8170	0	0	0	0	0	0	0	0
g8171	2	0	0	0	0	0	0	0
g8172	37	13	21	21	34	23	31	31
g8173	0	0	0	0	0	3	4	4
g8174	5	16	0	0	10	6	5	5
g8175	3	0	9	9	6	5	6	6
g8176	0	0	0	0	0	0	0	0
g8177	0	0	0	0	0	2	0	0
g8178	8	0	8	8	0	0	5	5
g8179	7	7	6	6	0	2	6	6
g818	6	0	0	0	0	0	0	0
g8180	0	0	0	0	0	6	0	0
g8181	0	0	0	0	0	0	0	0
g8182	0	4	0	0	4	0	3	3
g8183	0	4	0	0	0	0	0	0
g8184	0	9	0	0	0	4	6	6
g8185	0	2	4	4	0	0	5	5
g8186	12	0	0	0	0	8	0	0
g8187	10	10	0	0	4	6	8	8
g8188	19	30	11	11	21	31	13	13
g8189	12	6	0	0	0	5	0	0
g819	0	0	0	0	0	0	3	3
g8190	0	2	0	0	0	2	0	0
g8191	0	0	0	0	0	0	0	0
g8192	0	8	10	10	0	7	9	9
g8193	0	4	6	6	0	0	0	0
g8194	0	0	0	0	0	0	0	0
g8195	0	0	0	0	0	0	0	0
g8196	0	0	0	0	0	0	0	0
g8197	0	0	4	4	5	0	0	0
g8198	2	0	4	4	4	0	2	2
g8199	0	0	0	0	0	0	0	0
g82	0	0	0	0	0	0	0	0
g820	0	0	0	0	0	4	0	0
g8200	0	0	10	10	0	12	12	12
g8201	2	0	6	6	8	3	0	0
g8202	0	0	0	0	0	0	0	0
g8203	0	0	14	14	0	0	10	10
g8204	13	15	12	12	5	8	14	14
g8205	0	4	2	2	0	0	0	0
g8206	0	0	0	0	0	0	0	0
g8207	10	7	0	0	0	0	5	5
g8208	0	0	0	0	0	0	0	0
g8209	5	0	11	11	3	6	0	0
g821	5	6	6	6	0	10	10	10
g8210	0	0	0	0	0	5	0	0
g8211	4	0	2	2	0	2	0	0
g8212	174	139	112	112	108	144	162	162
g8213	0	0	0	0	0	0	0	0
g8214	38	51	49	49	28	46	44	44
g8215	0	9	3	3	4	3	0	0
g8216	4	0	4	4	2	4	0	0
g8217	3	3	0	0	4	0	0	0
g8218	0	6	6	6	2	0	2	2
g8219	0	0	0	0	0	0	0	0
g822	5	0	11	11	4	2	4	4
g8220	2	1	0	0	2	2	0	0
g8221	27	26	39	39	37	38	33	33
g8222	9	17	1	1	11	8	9	9
g8223	8	6	11	11	10	6	4	4
g8224	3	0	0	0	7	0	0	0
g8225	2	0	0	0	0	2	0	0
g8226	0	5	4	4	16	5	9	9
g8227	6	0	0	0	2	3	0	0
g8228	0	0	0	0	0	0	0	0
g8229	0	0	0	0	0	0	3	3
g823	0	0	0	0	0	0	0	0
g8230	4	0	0	0	0	0	0	0
g8231	2	0	0	0	2	2	0	0
g8232	0	0	0	0	0	0	0	0
g8233	6	0	0	0	0	0	0	0
g8234	0	0	0	0	0	0	0	0
g8235	0	21	4	4	4	0	9	9
g8236	2	4	2	2	3	4	0	0
g8237	0	0	0	0	0	0	0	0
g8238	9	12	8	8	10	35	18	18
g8239	0	0	0	0	4	2	0	0
g824	0	0	0	0	0	0	0	0
g8240	0	0	0	0	0	0	0	0
g8241	0	0	0	0	0	4	2	2
g8242	339	346	390	390	356	292	371	371
g8243	4	2	4	4	2	2	0	0
g8244	10	13	9	9	8	21	7	7
g8245	0	0	11	11	0	3	6	6
g8246	3	0	0	0	0	0	0	0
g8247	4	0	4	4	3	7	4	4
g8248	8	13	6	6	6	12	19	19
g8249	0	0	0	0	0	0	0	0
g825	0	8	12	12	5	6	0	0
g8250	0	0	0	0	0	0	0	0
g8251	12	11	6	6	5	14	14	14
g8252	0	8	10	10	11	9	5	5
g8253	6	0	0	0	5	0	0	0
g8254	12	3	8	8	14	0	0	0
g8255	0	0	0	0	0	0	0	0
g8256	0	11	0	0	0	15	0	0
g8257	13	13	8	8	9	8	18	18
g8258	26	34	48	48	43	29	25	25
g8259	0	0	0	0	0	0	0	0
g826	0	0	7	7	3	4	4	4
g8260	20	31	17	17	19	35	20	20
g8261	2	4	4	4	2	2	2	2
g8262	0	0	0	0	0	0	0	0
g8263	0	0	0	0	0	0	0	0
g8264	0	0	0	0	0	6	0	0
g8265	0	0	0	0	0	0	0	0
g8266	9	4	8	8	4	2	4	4
g8267	2	2	2	2	0	5	5	5
g8268	0	0	0	0	0	0	0	0
g8269	9	8	7	7	5	14	4	4
g827	0	0	0	0	0	0	0	0
g8270	0	4	0	0	1	0	2	2
g8271	0	0	0	0	0	0	0	0
g8272	15	7	7	7	7	28	6	6
g8273	0	0	0	0	0	0	0	0
g8274	27	35	28	28	22	38	29	29
g8275	0	0	0	0	0	0	0	0
g8276	3	0	2	2	4	0	0	0
g8277	0	0	0	0	0	0	0	0
g8278	0	0	0	0	0	0	0	0
g8279	0	0	2	2	0	7	0	0
g828	2	0	0	0	0	0	0	0
g8280	4	0	4	4	0	7	0	0
g8281	5	10	0	0	10	18	9	9
g8282	0	0	0	0	0	0	0	0
g8283	2	4	0	0	0	0	4	4
g8284	0	0	6	6	10	5	0	0
g8285	6	0	3	3	0	13	2	2
g8286	96	74	19	19	39	111	15	15
g8287	2	0	0	0	0	0	0	0
g8288	0	5	0	0	6	0	0	0
g8289	0	0	0	0	0	0	0	0
g829	0	0	0	0	0	0	0	0
g8290	0	0	0	0	0	0	0	0
g8291	0	0	0	0	4	8	0	0
g8292	0	0	0	0	0	0	0	0
g8293	89	81	97	97	94	100	86	86
g8294	0	4	0	0	0	0	4	4
g8295	0	0	0	0	0	0	0	0
g8296	2	0	0	0	0	0	0	0
g8297	0	0	0	0	0	0	0	0
g8298	0	0	0	0	0	0	0	0
g8299	0	0	0	0	0	0	0	0
g83	12	5	0	0	0	8	2	2
g830	0	0	0	0	2	0	0	0
g8300	0	0	0	0	0	0	0	0
g8301	0	2	2	2	0	0	0	0
g8302	0	2	0	0	0	0	0	0
g8303	0	0	3	3	3	0	0	0
g8304	0	0	0	0	0	0	0	0
g8305	2	2	2	2	0	0	0	0
g8306	0	0	0	0	0	7	0	0
g8307	0	0	0	0	0	0	0	0
g8308	0	0	0	0	6	0	0	0
g8309	0	0	0	0	0	0	0	0
g831	0	2	0	0	0	2	0	0
g8310	7	10	0	0	4	0	7	7
g8311	0	0	0	0	0	0	0	0
g8312	0	6	0	0	0	0	0	0
g8313	4	6	5	5	0	0	0	0
g8314	10	12	0	0	7	0	0	0
g8315	0	0	0	0	0	0	0	0
g8316	14	8	18	18	22	20	12	12
g8317	0	0	0	0	0	0	2	2
g8318	0	0	0	0	0	4	0	0
g8319	5	4	7	7	0	2	6	6
g832	0	0	0	0	0	0	0	0
g8320	0	0	0	0	0	0	0	0
g8321	0	0	2	2	0	0	0	0
g8322	15	20	12	12	6	12	17	17
g8323	8	11	18	18	0	0	11	11
g8324	0	0	0	0	0	0	0	0
g8325	28	20	24	24	30	14	39	39
g8326	0	0	0	0	0	0	0	0
g8327	0	0	0	0	0	0	0	0
g8328	0	2	0	0	0	0	0	0
g8329	2	0	0	0	0	0	0	0
g833	0	0	3	3	0	0	7	7
g8330	0	0	0	0	0	0	0	0
g8331	0	4	0	0	0	2	0	0
g8332	0	0	4	4	0	0	0	0
g8333	10	2	0	0	2	0	8	8
g8334	0	0	0	0	0	0	0	0
g8335	0	0	0	0	0	0	0	0
g8336	2	0	0	0	0	0	0	0
g8337	19	27	11	11	18	20	10	10
g8338	4	0	0	0	6	0	0	0
g8339	6	0	0	0	0	8	0	0
g834	0	0	0	0	0	0	0	0
g8340	0	0	0	0	0	7	3	3
g8341	0	9	8	8	14	6	10	10
g8342	4	11	10	10	12	6	5	5
g8343	16	4	19	19	7	2	6	6
g8344	0	0	0	0	0	0	0	0
g8345	0	0	0	0	0	0	0	0
g8346	2	3	2	2	4	2	0	0
g8347	0	0	5	5	0	0	5	5
g8348	7	8	5	5	11	0	9	9
g8349	0	0	7	7	0	4	0	0
g835	0	0	0	0	0	0	3	3
g8350	12	4	6	6	0	0	0	0
g8351	6	10	6	6	10	0	2	2
g8352	0	0	0	0	0	0	0	0
g8353	0	1	0	0	4	0	4	4
g8354	0	0	0	0	0	7	0	0
g8355	0	0	0	0	0	0	0	0
g8356	32	22	17	17	13	27	4	4
g8357	12	8	12	12	15	9	6	6
g8358	0	0	0	0	0	0	0	0
g8359	0	0	0	0	0	0	0	0
g836	0	0	7	7	4	0	0	0
g8360	11	13	17	17	18	0	17	17
g8361	4	0	2	2	0	4	6	6
g8362	18	10	14	14	0	12	8	8
g8363	0	0	0	0	0	0	0	0
g8364	2	5	0	0	2	0	2	2
g8365	5	0	1	1	4	0	2	2
g8366	16	12	10	10	19	8	17	17
g8367	30	35	43	43	49	37	53	53
g8368	0	0	0	0	0	0	0	0
g8369	2	0	8	8	3	8	7	7
g837	2	0	4	4	0	0	0	0
g8370	0	0	0	0	0	0	0	0
g8371	15	25	23	23	21	25	30	30
g8372	21	16	8	8	17	16	15	15
g8373	156	125	108	108	181	157	147	147
g8374	0	5	0	0	0	0	0	0
g8375	0	0	0	0	0	0	0	0
g8376	0	0	0	0	0	0	0	0
g8377	0	0	10	10	0	8	2	2
g8378	6	13	0	0	8	0	4	4
g8379	2	0	0	0	0	0	0	0
g838	6	3	0	0	4	0	4	4
g8380	0	0	0	0	0	0	0	0
g8381	6	8	0	0	12	12	12	12
g8382	0	0	3	3	0	0	0	0
g8383	0	0	0	0	0	3	0	0
g8384	4	2	2	2	0	2	4	4
g8385	0	0	0	0	0	5	0	0
g8386	22	23	25	25	31	10	25	25
g8387	4	8	0	0	2	3	4	4
g8388	0	0	0	0	0	0	0	0
g8389	0	0	0	0	4	0	0	0
g839	0	0	0	0	0	0	0	0
g8390	0	0	0	0	0	0	0	0
g8391	0	0	0	0	0	0	0	0
g8392	0	0	6	6	0	7	0	0
g8393	0	0	0	0	0	0	0	0
g8394	0	0	0	0	2	2	2	2
g8395	0	0	0	0	0	0	2	2
g8396	2	4	2	2	0	8	2	2
g8397	0	2	0	0	0	6	0	0
g8398	0	7	0	0	8	10	4	4
g8399	12	8	5	5	0	0	6	6
g84	4	6	0	0	4	0	0	0
g840	8	4	0	0	17	0	4	4
g8400	8	0	8	8	8	6	8	8
g8401	6	8	10	10	6	13	0	0
g8402	19	12	10	10	8	20	23	23
g8403	18	14	14	14	8	27	7	7
g8404	376	346	238	238	264	330	332	332
g8405	9	0	0	0	0	0	0	0
g8406	4	6	0	0	2	5	0	0
g8407	14	6	13	13	18	12	12	12
g8408	2	4	0	0	0	4	8	8
g8409	0	12	0	0	0	4	7	7
g841	33	35	36	36	34	29	27	27
g8410	0	0	0	0	5	0	0	0
g8411	0	2	0	0	0	0	0	0
g8412	0	0	0	0	3	4	2	2
g8413	3	7	4	4	0	0	7	7
g8414	23	31	50	50	34	19	33	33
g8415	62	32	62	62	30	32	49	49
g8416	0	0	0	0	0	0	4	4
g8417	12	12	3	3	28	39	9	9
g8418	0	0	0	0	0	0	0	0
g8419	0	0	0	0	0	0	0	0
g842	0	0	0	0	3	0	0	0
g8420	0	0	0	0	3	3	0	0
g8421	0	0	0	0	4	8	9	9
g8422	0	0	6	6	0	0	6	6
g8423	0	2	0	0	0	6	3	3
g8424	0	0	0	0	0	0	0	0
g8425	0	0	0	0	0	0	0	0
g8426	38	42	29	29	24	50	46	46
g8427	10	7	8	8	10	0	0	0
g8428	7	0	2	2	4	6	11	11
g8429	10	0	3	3	14	15	6	6
g843	15	0	4	4	6	5	4	4
g8430	29	6	10	10	6	0	4	4
g8431	9	5	0	0	5	6	4	4
g8432	0	0	0	0	2	0	0	0
g8433	0	12	9	9	9	4	6	6
g8434	29	18	26	26	19	26	32	32
g8435	20	26	32	32	12	28	28	28
g8436	7	9	4	4	10	8	8	8
g8437	17	0	15	15	14	19	31	31
g8438	8	0	6	6	3	0	8	8
g8439	6	6	8	8	12	0	0	0
g844	22	22	27	27	30	14	7	7
g8440	8	9	0	0	12	8	13	13
g8441	5	5	0	0	4	8	5	5
g8442	0	0	0	0	0	0	2	2
g8443	5	10	0	0	5	15	12	12
g8444	5	0	11	11	2	5	7	7
g8445	39	20	14	14	42	19	18	18
g8446	18	9	10	10	4	3	10	10
g8447	0	0	3	3	6	0	0	0
g8448	0	0	0	0	0	0	0	0
g8449	0	0	2	2	0	0	0	0
g845	4	0	6	6	0	0	0	0
g8450	0	0	0	0	0	0	0	0
g8451	0	0	0	0	2	0	0	0
g8452	4	5	0	0	0	0	0	0
g8453	6	6	0	0	10	0	0	0
g8454	0	2	0	0	0	0	0	0
g8455	0	0	0	0	0	0	0	0
g8456	0	3	0	0	3	0	0	0
g8457	3	0	0	0	15	0	3	3
g8458	34	38	28	28	22	12	26	26
g8459	25	16	8	8	11	19	9	9
g846	0	0	6	6	3	6	2	2
g8460	10	10	8	8	0	10	0	0
g8461	11	19	6	6	6	8	9	9
g8462	0	2	5	5	0	0	0	0
g8463	4	3	0	0	0	6	0	0
g8464	196	218	177	177	189	249	183	183
g8465	3	0	6	6	2	0	11	11
g8466	12	0	7	7	10	17	6	6
g8467	0	0	0	0	0	0	0	0
g8468	0	0	0	0	0	0	0	0
g8469	0	0	0	0	0	0	0	0
g847	0	0	0	0	2	2	2	2
g8470	0	0	0	0	0	0	0	0
g8471	0	0	0	0	0	0	0	0
g8472	0	0	0	0	0	0	0	0
g8473	0	0	0	0	0	0	0	0
g8474	0	0	0	0	0	0	0	0
g8475	0	0	0	0	0	0	0	0
g8476	0	0	0	0	0	0	0	0
g8477	0	0	0	0	0	0	0	0
g8478	0	0	0	0	0	0	0	0
g8479	0	0	0	0	0	0	0	0
g848	0	0	0	0	0	0	3	3
g8480	0	0	0	0	0	0	0	0
g8481	0	0	0	0	0	0	0	0
g8482	0	0	0	0	0	0	0	0
g8483	0	0	0	0	0	0	0	0
g8484	0	1	0	0	0	0	0	0
g8485	0	0	0	0	0	0	0	0
g8486	0	0	0	0	0	0	0	0
g8487	0	0	0	0	0	0	0	0
g8488	0	0	0	0	0	0	0	0
g8489	0	0	0	0	0	0	0	0
g849	0	0	3	3	3	5	5	5
g8490	0	0	0	0	0	0	0	0
g8491	0	0	0	0	0	0	0	0
g8492	0	0	0	0	0	0	0	0
g8493	0	0	0	0	0	0	0	0
g8494	0	0	0	0	0	0	0	0
g8495	0	0	0	0	0	0	0	0
g8496	0	0	0	0	0	0	0	0
g8497	0	0	0	0	0	0	0	0
g8498	0	0	0	0	0	0	0	0
g8499	0	0	0	0	0	0	0	0
g85	0	0	0	0	0	0	0	0
g850	6	8	11	11	12	15	10	10
g8500	0	0	0	0	0	0	0	0
g8501	0	0	0	0	0	0	0	0
g8502	0	0	0	0	0	0	0	0
g8503	0	0	0	0	0	0	0	0
g8504	0	0	0	0	0	0	0	0
g8505	0	0	0	0	0	0	0	0
g8506	0	0	0	0	0	0	0	0
g8507	0	0	0	0	0	0	0	0
g8508	0	0	0	0	0	0	0	0
g8509	0	0	0	0	0	0	0	0
g851	7	8	0	0	0	0	0	0
g8510	0	0	0	0	0	0	0	0
g8511	0	0	0	0	0	0	0	0
g8512	0	0	0	0	0	0	0	0
g8513	0	0	0	0	0	0	0	0
g8514	0	0	0	0	0	0	0	0
g8515	0	0	0	0	0	0	0	0
g8516	0	0	0	0	0	0	0	0
g8517	0	0	0	0	0	0	0	0
g8518	0	0	0	0	0	0	0	0
g8519	0	0	0	0	0	0	0	0
g852	0	0	0	0	0	0	0	0
g8520	0	0	0	0	0	0	0	0
g8521	0	0	0	0	0	0	0	0
g8522	0	0	0	0	0	0	0	0
g8523	0	0	0	0	0	0	0	0
g8524	0	0	0	0	0	0	0	0
g8525	0	0	0	0	0	0	0	0
g8526	0	0	0	0	0	0	0	0
g8527	0	0	0	0	0	0	0	0
g8528	0	0	0	0	0	0	0	0
g8529	0	0	0	0	0	0	0	0
g853	0	0	4	4	0	0	0	0
g8530	0	0	0	0	0	0	0	0
g8531	0	0	0	0	0	0	0	0
g8532	0	0	0	0	0	0	0	0
g8533	0	0	0	0	0	0	0	0
g8534	0	0	0	0	0	0	0	0
g8535	0	0	0	0	0	0	0	0
g8536	0	0	0	0	0	0	0	0
g8537	0	0	0	0	0	0	0	0
g8538	0	0	0	0	0	0	0	0
g8539	0	0	0	0	0	0	0	0
g854	11	26	12	12	10	19	19	19
g8540	0	0	0	0	0	0	0	0
g8541	0	0	0	0	0	0	0	0
g8542	0	0	0	0	0	0	0	0
g8543	0	0	0	0	0	0	0	0
g8544	0	0	0	0	0	0	0	0
g8545	0	0	0	0	0	0	0	0
g8546	0	0	0	0	0	0	0	0
g8547	0	0	0	0	0	0	0	0
g8548	0	0	0	0	0	0	0	0
g8549	0	0	0	0	0	0	0	0
g855	11	15	11	11	15	12	10	10
g8550	0	0	0	0	0	0	0	0
g8551	0	0	0	0	0	0	0	0
g8552	0	0	0	0	0	0	0	0
g8553	0	0	0	0	0	0	0	0
g8554	0	0	0	0	0	0	0	0
g8555	0	0	0	0	0	0	0	0
g8556	0	0	0	0	0	0	0	0
g8557	0	0	0	0	0	0	0	0
g8558	0	0	0	0	0	0	0	0
g8559	0	0	0	0	0	0	0	0
g856	39	36	39	39	32	36	37	37
g8560	0	0	0	0	0	0	0	0
g8561	0	0	0	0	0	0	0	0
g8562	0	0	0	0	0	0	0	0
g8563	0	0	0	0	0	0	0	0
g8564	0	0	0	0	0	0	0	0
g8565	0	0	0	0	0	0	0	0
g8566	0	0	0	0	0	0	0	0
g8567	0	0	0	0	0	0	0	0
g8568	0	0	0	0	0	0	0	0
g8569	0	0	0	0	0	0	0	0
g857	0	10	9	9	10	9	0	0
g8570	0	0	0	0	0	0	0	0
g8571	0	0	0	0	0	0	0	0
g8572	0	0	0	0	0	0	0	0
g8573	0	3	9	9	17	3	6	6
g8574	0	0	0	0	0	0	0	0
g8575	0	0	0	0	0	0	0	0
g8576	0	0	2	2	2	0	0	0
g8577	0	0	0	0	0	0	0	0
g8578	7	3	3	3	2	6	2	2
g8579	0	0	0	0	0	1	0	0
g858	8	6	10	10	6	18	23	23
g8580	0	2	0	0	0	0	0	0
g8581	0	0	0	0	0	0	0	0
g8582	0	0	0	0	0	0	0	0
g8583	0	0	0	0	0	0	0	0
g8584	0	0	0	0	0	0	0	0
g8585	0	0	0	0	0	0	0	0
g8586	0	6	0	0	18	0	0	0
g8587	0	0	0	0	0	0	0	0
g8588	0	0	0	0	0	0	0	0
g8589	0	0	0	0	0	0	0	0
g859	4	0	0	0	4	8	0	0
g8590	0	0	0	0	0	0	0	0
g8591	0	0	0	0	0	0	0	0
g8592	0	2	0	0	2	3	1	1
g8593	0	0	0	0	0	0	0	0
g8594	0	0	0	0	0	0	0	0
g8595	0	0	0	0	1	0	0	0
g8596	0	0	2	2	0	2	2	2
g8597	0	0	0	0	0	0	0	0
g8598	0	0	0	0	0	0	0	0
g8599	0	0	0	0	0	0	0	0
g86	6	4	0	0	2	0	2	2
g860	15	14	4	4	16	0	17	17
g8600	0	0	0	0	0	0	0	0
g8601	0	0	0	0	2	3	0	0
g8602	0	0	0	0	0	0	0	0
g8603	0	0	0	0	0	0	0	0
g8604	0	0	0	0	0	0	0	0
g8605	0	0	0	0	0	0	0	0
g8606	0	0	0	0	0	0	0	0
g8607	0	0	0	0	0	0	0	0
g8608	0	0	0	0	0	0	0	0
g8609	0	0	0	0	0	0	0	0
g861	0	8	6	6	0	0	9	9
g8610	0	0	0	0	0	0	0	0
g8611	0	0	0	0	0	0	0	0
g8612	0	0	0	0	0	0	0	0
g8613	0	0	0	0	0	0	0	0
g8614	0	0	0	0	0	0	0	0
g8615	3	15	12	12	20	6	11	11
g8616	0	0	0	0	0	0	0	0
g8617	0	0	0	0	0	0	0	0
g8618	0	0	0	0	0	0	0	0
g8619	1	0	0	0	2	0	0	0
g862	0	0	3	3	0	0	0	0
g8620	0	0	0	0	2	0	0	0
g8621	0	0	0	0	0	0	0	0
g8622	0	0	0	0	0	1	0	0
g8623	0	0	0	0	0	0	0	0
g8624	0	0	0	0	0	0	0	0
g8625	12	10	0	0	4	4	6	6
g8626	0	0	0	0	0	0	0	0
g8627	0	0	0	0	0	0	0	0
g8628	0	0	0	0	0	0	0	0
g8629	0	0	0	0	0	0	0	0
g863	0	0	0	0	0	0	0	0
g8630	0	0	0	0	0	0	0	0
g8631	0	0	0	0	0	0	0	0
g8632	0	0	0	0	0	0	0	0
g8633	0	0	0	0	0	0	0	0
g8634	0	0	0	0	0	0	0	0
g8635	0	0	0	0	0	0	0	0
g8636	0	0	0	0	0	0	0	0
g8637	0	0	0	0	0	0	0	0
g8638	16	19	13	13	18	15	12	12
g8639	0	3	0	0	0	0	0	0
g864	102	137	86	86	77	116	75	75
g8640	0	0	0	0	0	0	0	0
g8641	0	4	0	0	0	2	1	1
g8642	0	0	0	0	0	0	0	0
g8643	0	0	0	0	0	0	0	0
g8644	0	0	0	0	0	0	0	0
g8645	0	0	0	0	0	0	0	0
g8646	0	0	0	0	0	0	0	0
g8647	0	0	0	0	0	0	0	0
g8648	0	0	0	0	0	0	0	0
g8649	0	0	0	0	0	0	0	0
g865	30	52	17	17	30	39	36	36
g8650	0	0	0	0	0	0	0	0
g8651	0	0	0	0	0	0	0	0
g8652	0	0	0	0	0	0	0	0
g8653	0	0	0	0	0	0	0	0
g8654	0	0	0	0	0	0	0	0
g8655	0	0	0	0	0	0	0	0
g8656	0	0	0	0	0	0	0	0
g8657	0	0	0	0	0	0	0	0
g8658	0	0	0	0	0	0	0	0
g8659	0	0	0	0	0	0	0	0
g866	2	0	0	0	0	0	0	0
g8660	0	0	0	0	0	0	0	0
g8661	0	0	0	0	0	0	0	0
g8662	0	0	0	0	0	0	0	0
g8663	0	0	0	0	0	0	0	0
g8664	0	0	0	0	0	0	0	0
g8665	0	0	0	0	0	0	0	0
