Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g10622	6	0	0	0	0	11	0	0
g10623	0	0	0	0	0	0	0	0
g10624	0	0	0	0	0	0	0	0
g10625	0	2	0	0	0	8	0	0
g10626	0	2	0	0	0	0	0	0
g10627	17	16	8	8	20	18	17	17
g10628	0	0	0	0	10	0	0	0
g10629	0	0	0	0	0	0	0	0
g1063	0	0	3	3	0	0	0	0
g10630	4	0	0	0	0	3	0	0
g10631	0	0	0	0	0	0	0	0
g10632	0	0	0	0	0	0	0	0
g10633	0	6	0	0	0	0	4	4
g10634	0	0	2	2	0	0	0	0
g10635	0	0	0	0	0	2	0	0
g10636	0	0	0	0	4	3	7	7
g10637	12	13	25	25	28	16	14	14
g10638	0	6	3	3	13	3	4	4
g10639	7	6	0	0	0	4	2	2
g1064	84	83	56	56	100	92	83	83
g10640	0	4	0	0	0	0	0	0
g10641	0	2	4	4	0	0	4	4
g10642	17	14	17	17	5	8	4	4
g10643	2	5	3	3	2	3	6	6
g10644	0	0	0	0	0	0	0	0
g10645	15	11	0	0	8	8	4	4
g10646	0	2	0	0	0	0	6	6
g10647	0	0	0	0	0	0	0	0
g10648	0	2	0	0	0	0	0	0
g10649	0	0	0	0	0	0	0	0
g1065	18	15	41	41	34	37	35	35
g10650	21	16	11	11	4	8	5	5
g10651	0	2	0	0	6	0	0	0
g10652	0	0	2	2	0	0	0	0
g10653	49	59	52	52	68	63	46	46
g10654	0	0	10	10	9	0	2	2
g10655	0	0	0	0	0	0	0	0
g10656	0	0	0	0	0	0	0	0
g10657	0	0	0	0	0	0	0	0
g10658	0	0	0	0	0	0	0	0
g10659	0	0	0	0	0	0	0	0
g1066	0	0	0	0	0	0	0	0
g10660	4	4	0	0	4	0	0	0
g10661	4	6	5	5	0	0	0	0
g10662	4	0	0	0	0	4	0	0
g10663	0	0	2	2	6	0	0	0
g10664	0	11	8	8	7	5	0	0
g10665	0	4	4	4	0	16	0	0
g10666	2	0	0	0	0	0	0	0
g10667	0	3	2	2	0	0	0	0
g10668	17	15	12	12	22	19	22	22
g10669	0	0	0	0	0	0	0	0
g1067	0	5	6	6	8	8	9	9
g10670	0	0	0	0	0	0	0	0
g10671	4	0	0	0	3	3	0	0
g10672	5	5	0	0	4	0	4	4
g10673	0	0	0	0	0	0	0	0
g10674	0	0	0	0	0	0	0	0
g10675	0	0	0	0	5	5	0	0
g10676	0	0	0	0	0	0	4	4
g10677	0	0	0	0	0	0	3	3
g10678	0	0	1	1	2	0	0	0
g10679	4	0	7	7	0	6	8	8
g1068	0	0	0	0	0	0	0	0
g10680	0	0	0	0	0	0	0	0
g10681	21	46	31	31	19	21	12	12
g10682	8	6	10	10	8	16	4	4
g10683	4	0	0	0	2	0	0	0
g10684	0	0	0	0	0	0	0	0
g10685	0	0	0	0	0	0	0	0
g10686	0	0	0	0	0	0	0	0
g10687	0	0	0	0	0	0	0	0
g10688	0	0	0	0	0	0	0	0
g10689	6	10	6	6	10	0	0	0
g1069	0	0	5	5	6	4	0	0
g10690	0	0	0	0	0	0	0	0
g10691	8	2	6	6	11	0	4	4
g10692	0	0	0	0	0	0	0	0
g10693	0	0	0	0	0	0	0	0
g10694	4	6	0	0	0	8	8	8
g10695	6	4	0	0	6	0	0	0
g10696	30	26	29	29	23	35	21	21
g10697	0	0	0	0	0	0	0	0
g10698	0	0	0	0	0	0	0	0
g10699	13	8	18	18	13	9	16	16
g107	0	0	0	0	0	0	0	0
g1070	0	0	0	0	0	0	0	0
g10700	0	0	0	0	0	0	0	0
g10701	7	15	24	24	7	17	18	18
g10702	0	0	0	0	0	0	0	0
g10703	0	5	10	10	4	6	0	0
g10704	0	0	0	0	0	2	0	0
g10705	6	8	4	4	12	0	2	2
g10706	64	58	73	73	50	73	71	71
g10707	4	0	7	7	4	5	5	5
g10708	3	0	0	0	2	0	0	0
g10709	4	0	0	0	0	0	0	0
g1071	23	24	33	33	21	11	19	19
g10710	26	31	16	16	27	31	24	24
g10711	2	6	2	2	6	0	4	4
g10712	10	8	9	9	14	0	19	19
g10713	0	0	0	0	0	0	0	0
g10714	2	2	0	0	2	0	0	0
g10715	12	8	13	13	4	6	9	9
g10716	0	0	0	0	0	0	0	0
g10717	0	0	0	0	0	0	0	0
g10718	4	6	4	4	0	0	0	0
g10719	2	0	0	0	0	3	0	0
g1072	0	0	0	0	0	0	0	0
g10720	0	0	0	0	0	0	0	0
g10721	386	352	252	252	284	363	268	268
g10722	31	23	24	24	32	20	43	43
g10723	0	0	0	0	9	0	9	9
g10724	0	0	0	0	2	0	0	0
g10725	3	0	10	10	0	0	5	5
g10726	0	0	2	2	0	0	0	0
g10727	2	7	6	6	9	12	2	2
g10728	0	0	0	0	0	0	0	0
g10729	4	0	0	0	0	0	0	0
g1073	0	0	0	0	0	3	0	0
g10730	2	0	0	0	0	0	0	0
g10731	20	16	8	8	18	24	15	15
g10732	6	0	10	10	0	7	0	0
g10733	9	18	10	10	20	24	26	26
g10734	0	0	0	0	0	0	0	0
g10735	0	0	0	0	0	0	3	3
g10736	19	32	7	7	14	12	9	9
g10737	10	0	0	0	0	0	5	5
g10738	0	4	0	0	5	0	0	0
g10739	3	0	0	0	3	2	0	0
g1074	0	0	0	0	0	0	0	0
g10740	0	0	0	0	0	0	0	0
g10741	0	0	4	4	2	0	2	2
g10742	0	0	0	0	0	0	0	0
g10743	0	0	0	0	0	0	0	0
g10744	20	27	15	15	23	41	23	23
g10745	7	9	12	12	13	22	17	17
g10746	2	0	0	0	0	3	0	0
g10747	0	8	0	0	0	2	10	10
g10748	2	0	0	0	0	0	3	3
g10749	6	2	0	0	9	2	0	0
g1075	42	32	22	22	30	31	20	20
g10750	5	5	6	6	6	6	9	9
g10751	0	0	0	0	0	0	0	0
g10752	0	0	0	0	0	0	0	0
g10753	0	5	10	10	23	6	6	6
g10754	0	0	0	0	2	0	0	0
g10755	0	5	7	7	5	8	6	6
g10756	0	0	0	0	0	0	0	0
g10757	0	4	4	4	0	0	0	0
g10758	2	2	4	4	0	3	0	0
g10759	3	4	3	3	4	0	0	0
g1076	2	7	9	9	7	3	4	4
g10760	0	19	6	6	14	10	17	17
g10761	0	0	0	0	0	0	0	0
g10762	6	2	0	0	8	0	0	0
g10763	0	0	0	0	0	0	0	0
g10764	0	0	0	0	0	6	0	0
g10765	0	0	0	0	0	0	0	0
g10766	0	0	0	0	0	0	0	0
g10767	8	13	13	13	5	0	0	0
g10768	0	1	0	0	2	0	0	0
g10769	15	0	18	18	9	6	10	10
g1077	12	0	0	0	14	6	10	10
g10770	0	0	0	0	0	0	0	0
g10771	0	0	0	0	2	0	6	6
g10772	0	0	0	0	0	0	0	0
g10773	0	0	0	0	0	0	0	0
g10774	3	7	19	19	12	5	18	18
g10775	0	4	0	0	7	6	4	4
g10776	0	8	2	2	14	6	0	0
g10777	24	0	8	8	4	0	6	6
g10778	0	0	0	0	0	0	0	0
g10779	0	2	0	0	4	0	0	0
g1078	15	14	16	16	14	6	10	10
g10780	0	0	0	0	7	0	6	6
g10781	5	10	0	0	0	3	0	0
g10782	0	0	0	0	0	5	0	0
g10783	0	0	0	0	0	0	0	0
g10784	0	0	6	6	0	6	0	0
g10785	0	0	0	0	0	0	0	0
g10786	0	0	2	2	0	4	3	3
g10787	0	0	0	0	0	0	0	0
g10788	7	5	19	19	18	5	11	11
g10789	0	0	0	0	0	0	0	0
g1079	0	0	0	0	0	0	0	0
g10790	4	2	14	14	2	11	10	10
g10791	14	15	15	15	6	4	18	18
g10792	5	0	0	0	0	0	3	3
g10793	2	0	3	3	0	0	0	0
g10794	6	2	2	2	4	2	0	0
g10795	7	6	10	10	0	16	9	9
g10796	0	0	5	5	0	7	3	3
g10797	187	138	88	88	195	186	154	154
g10798	12	19	6	6	3	18	7	7
g10799	2	3	0	0	4	0	0	0
g108	0	0	0	0	8	4	5	5
g1080	14	0	0	0	9	0	7	7
g10800	6	29	8	8	20	12	11	11
g10801	11	10	6	6	16	6	0	0
g10802	10	7	4	4	8	6	0	0
g10803	5	4	4	4	5	9	0	0
g10804	7	6	0	0	9	7	4	4
g10805	0	0	0	0	3	0	0	0
g10806	2	4	0	0	10	0	0	0
g10807	0	2	0	0	0	0	0	0
g10808	18	16	31	31	5	11	11	11
g10809	2	3	3	3	1	2	3	3
g1081	0	0	0	0	0	0	4	4
g10810	0	0	0	0	0	0	0	0
g10811	42	25	6	6	15	23	30	30
g10812	5	0	8	8	2	0	2	2
g10813	77	57	44	44	39	53	27	27
g10814	2	0	0	0	2	0	0	0
g10815	14	16	22	22	0	16	16	16
g10816	5	10	3	3	13	8	10	10
g10817	9	6	3	3	3	10	3	3
g10818	0	0	13	13	13	17	14	14
g10819	0	0	0	0	8	11	4	4
g1082	8	5	2	2	3	6	2	2
g10820	26	18	13	13	24	13	11	11
g10821	3	6	4	4	8	0	4	4
g10822	15	15	17	17	10	11	19	19
g10823	4	12	5	5	12	12	5	5
g10824	0	0	0	0	0	0	0	0
g10825	24	10	34	34	18	31	30	30
g10826	81	57	58	58	58	57	28	28
g10827	0	0	0	0	0	0	0	0
g10828	0	0	0	0	0	0	0	0
g10829	0	0	0	0	0	0	0	0
g1083	0	14	16	16	4	10	4	4
g10830	0	0	0	0	4	2	6	6
g10831	6	14	6	6	7	3	4	4
g10832	0	0	3	3	0	4	0	0
g10833	0	0	0	0	0	0	0	0
g10834	0	0	0	0	0	0	0	0
g10835	4	14	6	6	5	0	12	12
g10836	0	0	0	0	0	0	0	0
g10837	0	2	2	2	0	0	0	0
g10838	5	5	0	0	3	0	5	5
g10839	0	0	0	0	0	0	0	0
g1084	0	0	0	0	0	0	0	0
g10840	0	0	0	0	0	0	0	0
g10841	12	9	20	20	16	16	20	20
g10842	0	0	3	3	4	0	2	2
g10843	0	0	0	0	0	0	0	0
g10844	0	0	0	0	0	0	0	0
g10845	6	6	0	0	5	3	4	4
g10846	0	6	0	0	6	10	0	0
g10847	5	12	6	6	6	10	14	14
g10848	2	0	0	0	0	0	0	0
g10849	5	14	9	9	2	8	5	5
g1085	8	14	12	12	3	5	11	11
g10850	12	7	6	6	5	3	7	7
g10851	4	5	6	6	0	0	0	0
g10852	2	16	4	4	18	2	10	10
g10853	10	12	8	8	7	11	12	12
g10854	0	0	0	0	0	0	0	0
g10855	8	0	0	0	2	10	0	0
g10856	0	9	0	0	0	0	0	0
g10857	0	2	0	0	0	4	5	5
g10858	46	23	24	24	39	44	37	37
g10859	0	0	0	0	0	0	0	0
g1086	0	0	0	0	0	0	0	0
g10860	24	4	9	9	0	11	9	9
g10861	0	0	8	8	0	4	6	6
g10862	0	2	0	0	0	2	0	0
g10863	0	0	3	3	2	5	0	0
g10864	0	5	6	6	8	6	8	8
g10865	4	0	1	1	4	0	3	3
g10866	0	0	0	0	0	5	0	0
g10867	0	2	0	0	0	2	0	0
g10868	5	0	0	0	0	6	0	0
g10869	0	0	2	2	0	0	0	0
g1087	0	0	0	0	0	0	0	0
g10870	0	0	14	14	0	8	9	9
g10871	0	0	3	3	0	0	0	0
g10872	0	0	0	0	0	0	0	0
g10873	0	0	0	0	0	0	0	0
g10874	6	3	2	2	0	0	0	0
g10875	20	26	18	18	12	31	22	22
g10876	4	2	9	9	8	6	2	2
g10877	0	0	0	0	0	0	0	0
g10878	12	6	10	10	8	14	12	12
g10879	0	0	0	0	0	0	0	0
g1088	2	0	0	0	9	0	0	0
g10880	0	0	0	0	0	0	0	0
g10881	0	0	0	0	0	0	2	2
g10882	0	0	6	6	2	4	0	0
g10883	0	0	0	0	14	0	0	0
g10884	0	0	4	4	6	10	8	8
g10885	4	4	0	0	0	0	3	3
g10886	0	0	0	0	0	0	0	0
g10887	0	0	2	2	0	0	0	0
g10888	0	0	0	0	0	0	0	0
g10889	0	0	0	0	0	0	0	0
g1089	7	8	0	0	0	0	0	0
g10890	0	2	0	0	0	0	0	0
g10891	0	0	0	0	0	0	0	0
g10892	2	0	0	0	0	0	0	0
g10893	0	0	0	0	0	0	0	0
g10894	0	0	0	0	0	4	0	0
g10895	0	2	0	0	0	0	0	0
g10896	0	0	0	0	0	0	0	0
g10897	0	0	0	0	0	0	0	0
g10898	2	4	0	0	4	3	7	7
g10899	0	0	0	0	0	0	0	0
g109	0	0	0	0	0	0	2	2
g1090	0	0	0	0	0	0	0	0
g10900	4	0	0	0	0	4	4	4
g10901	18	16	20	20	4	5	19	19
g10902	0	2	0	0	2	0	0	0
g10903	0	0	0	0	0	0	0	0
g10904	0	0	0	0	0	4	0	0
g10905	0	0	0	0	0	0	0	0
g10906	0	0	0	0	2	2	0	0
g10907	9	0	7	7	0	0	0	0
g10908	4	0	6	6	12	0	7	7
g10909	2	3	2	2	0	0	2	2
g1091	7	6	9	9	10	6	4	4
g10910	0	0	0	0	0	0	0	0
g10911	0	0	0	0	0	0	0	0
g10912	0	0	0	0	0	0	0	0
g10913	0	0	0	0	0	0	0	0
g10914	0	1	2	2	2	0	2	2
g10915	0	0	0	0	0	0	0	0
g10916	6	13	11	11	5	2	13	13
g10917	0	0	3	3	0	0	0	0
g10918	0	0	0	0	0	5	0	0
g10919	0	0	0	0	0	0	0	0
g1092	0	0	0	0	0	0	0	0
g10920	6	8	6	6	10	5	10	10
g10921	0	0	0	0	0	0	0	0
g10922	0	5	0	0	2	5	0	0
g10923	0	0	0	0	0	0	0	0
g10924	0	16	5	5	5	8	4	4
g10925	0	2	0	0	2	5	0	0
g10926	0	0	2	2	0	1	3	3
g10927	0	0	0	0	0	5	0	0
g10928	0	0	0	0	0	4	4	4
g10929	0	0	0	0	0	6	2	2
g1093	0	0	0	0	0	0	0	0
g10930	0	5	0	0	0	0	0	0
g10931	9	5	5	5	3	0	3	3
g10932	6	6	8	8	4	6	0	0
g10933	0	0	2	2	0	4	0	0
g10934	2	0	0	0	4	0	0	0
g10935	0	8	0	0	4	4	0	0
g10936	0	0	0	0	4	0	0	0
g10937	0	0	0	0	0	0	0	0
g10938	0	0	0	0	0	0	0	0
g10939	0	0	0	0	0	0	0	0
g1094	0	0	0	0	0	0	0	0
g10940	0	0	0	0	0	0	0	0
g10941	13	6	9	9	12	20	14	14
g10942	12	6	19	19	10	7	29	29
g10943	0	9	0	0	0	0	0	0
g10944	11	0	0	0	9	0	0	0
g10945	16	36	37	37	27	27	21	21
g10946	66	72	62	62	46	55	48	48
g10947	0	0	0	0	0	0	0	0
g10948	0	0	0	0	2	0	0	0
g10949	0	4	0	0	5	0	5	5
g1095	0	0	0	0	0	0	0	0
g10950	10	12	15	15	18	10	0	0
g10951	2	4	4	4	6	0	4	4
g10952	0	0	0	0	4	2	0	0
g10953	9	0	0	0	0	0	0	0
g10954	0	0	0	0	0	0	0	0
g10955	0	0	0	0	0	0	0	0
g10956	0	0	0	0	0	0	0	0
g10957	23	15	25	25	6	16	20	20
g10958	39	38	14	14	14	21	14	14
g10959	34	54	23	23	58	58	44	44
g1096	6	9	2	2	0	14	12	12
g10960	4	0	2	2	1	4	1	1
g10961	0	0	0	0	0	0	0	0
g10962	2	0	0	0	0	0	0	0
g10963	0	0	0	0	0	2	3	3
g10964	0	0	0	0	0	0	0	0
g10965	0	0	0	0	0	0	0	0
g10966	0	0	0	0	0	2	0	0
g10967	0	0	2	2	2	0	0	0
g10968	6	6	6	6	0	4	5	5
g10969	0	5	2	2	0	8	0	0
g1097	2	6	4	4	4	2	6	6
g10970	0	0	0	0	0	0	0	0
g10971	4	0	0	0	0	0	6	6
g10972	0	0	0	0	0	2	0	0
g10973	0	0	0	0	2	0	6	6
g10974	33	29	32	32	32	49	35	35
g10975	0	0	0	0	0	0	0	0
g10976	7	12	0	0	5	0	14	14
g10977	2	0	0	0	6	0	5	5
g10978	0	3	0	0	3	6	4	4
g10979	8	10	15	15	8	7	0	0
g1098	25	20	18	18	20	16	12	12
g10980	0	0	0	0	6	0	0	0
g10981	17	21	7	7	14	10	10	10
g10982	7	3	0	0	12	0	9	9
g10983	12	0	0	0	2	2	2	2
g10984	1854	1897	2015	2015	1583	1747	2122	2122
g10985	369	394	465	465	333	396	476	476
g10986	20	10	10	10	8	0	18	18
g10987	2	4	0	0	0	4	4	4
g10988	0	2	0	0	0	0	0	0
g10989	6	14	5	5	11	8	7	7
g1099	0	0	7	7	0	0	0	0
g10990	2	0	0	0	0	2	4	4
g10991	0	0	2	2	0	0	4	4
g10992	0	0	0	0	0	0	0	0
g10993	3	0	6	6	2	0	2	2
g10994	0	5	0	0	0	0	0	0
g10995	0	0	0	0	0	0	0	0
g10996	0	2	7	7	5	2	2	2
g10997	7	4	0	0	21	20	4	4
g10998	13	2	2	2	4	6	2	2
g10999	0	0	0	0	0	0	0	0
g11	0	0	0	0	0	0	0	0
g110	0	0	0	0	6	4	0	0
g1100	0	0	0	0	0	0	0	0
g11000	4	7	8	8	4	0	0	0
g11001	168	127	166	166	137	162	235	235
g11002	0	0	0	0	0	0	0	0
g11003	0	0	0	0	0	0	4	4
g11004	11	2	9	9	8	0	0	0
g11005	15	6	0	0	10	3	7	7
g11006	130	101	93	93	77	106	108	108
g11007	12	8	0	0	6	8	7	7
g11008	0	0	3	3	0	0	0	0
g11009	0	2	0	0	6	4	0	0
g1101	0	0	0	0	0	0	0	0
g11010	0	0	0	0	0	7	0	0
g11011	11	0	5	5	4	0	6	6
g11012	7	9	8	8	0	3	9	9
g11013	0	0	0	0	0	0	0	0
g11014	0	0	0	0	0	0	0	0
g11015	0	0	0	0	4	0	8	8
g11016	2	0	0	0	0	0	0	0
g11017	0	0	0	0	0	0	0	0
g11018	11	12	17	17	9	13	9	9
g11019	4	0	0	0	2	9	0	0
g1102	14	21	19	19	24	18	12	12
g11020	4	2	4	4	0	4	4	4
g11021	0	2	0	0	6	8	0	0
g11022	0	0	0	0	0	0	0	0
g11023	0	0	2	2	5	0	2	2
g11024	0	0	0	0	0	0	0	0
g11025	0	0	0	0	0	0	0	0
g11026	0	0	0	0	0	0	0	0
g11027	0	0	0	0	0	2	0	0
g11028	0	0	0	0	0	0	0	0
g11029	0	0	0	0	0	0	0	0
g1103	6	0	0	0	2	0	3	3
g11030	0	0	0	0	0	0	0	0
g11031	0	0	0	0	0	0	0	0
g11032	0	0	0	0	0	0	0	0
g11033	0	0	0	0	0	0	0	0
g11034	0	0	0	0	0	0	0	0
g11035	0	0	0	0	0	0	0	0
g11036	28	45	8	8	11	9	5	5
g11037	10	0	3	3	4	7	7	7
g11038	51	68	51	51	88	60	53	53
g11039	0	0	0	0	0	0	0	0
g1104	3	2	0	0	3	3	4	4
g11040	0	0	0	0	0	0	0	0
g11041	0	0	0	0	0	0	0	0
g11042	0	0	0	0	0	0	0	0
g11043	74	65	57	57	55	67	65	65
g11044	7	18	8	8	15	17	12	12
g11045	8	2	4	4	5	0	0	0
g11046	0	0	0	0	0	0	0	0
g11047	0	0	0	0	6	0	0	0
g11048	0	0	0	0	0	1	0	0
g11049	0	3	2	2	2	1	3	3
g1105	0	10	2	2	0	0	0	0
g11050	0	0	5	5	0	0	0	0
g11051	0	0	0	0	0	0	0	0
g11052	21	41	18	18	17	23	16	16
g11053	0	0	0	0	0	0	0	0
g11054	6	4	9	9	4	0	0	0
g11055	4	6	20	20	2	6	7	7
g11056	35	49	17	17	17	25	39	39
g11057	0	0	0	0	0	0	0	0
g11058	2	19	8	8	0	6	10	10
g11059	0	3	14	14	0	0	4	4
g1106	0	6	6	6	13	0	4	4
g11060	0	0	0	0	0	0	0	0
g11061	0	0	0	0	0	0	0	0
g11062	7	0	3	3	0	0	7	7
g11063	12	22	14	14	15	17	18	18
g11064	0	0	4	4	5	0	0	0
g11065	0	0	4	4	0	5	0	0
g11066	2	2	2	2	0	1	4	4
g11067	11	6	20	20	0	15	6	6
g11068	0	0	0	0	0	0	0	0
g11069	0	6	0	0	1	4	4	4
g1107	5	2	12	12	2	5	8	8
g11070	0	0	3	3	4	0	0	0
g11071	0	0	0	0	2	2	0	0
g11072	121	123	149	149	195	163	135	135
g11073	0	6	0	0	9	10	14	14
g11074	5	0	7	7	5	0	0	0
g11075	0	0	2	2	0	4	0	0
g11076	25	35	27	27	22	28	19	19
g11077	2	0	5	5	0	2	0	0
g11078	0	0	0	0	0	0	0	0
g11079	2	3	0	0	9	0	4	4
g1108	15	18	0	0	10	10	7	7
g11080	17	0	10	10	12	16	11	11
g11081	15	15	19	19	15	14	18	18
g11082	2	0	2	2	1	5	5	5
g11083	8	4	4	4	6	12	8	8
g11084	0	0	2	2	6	0	4	4
g11085	0	0	0	0	0	0	0	0
g11086	6	0	5	5	0	0	0	0
g11087	2	0	1	1	3	1	0	0
g11088	5	6	5	5	6	5	0	0
g11089	0	0	1	1	0	0	0	0
g1109	12	17	3	3	9	12	21	21
g11090	1	5	2	2	2	0	0	0
g11091	2	2	0	0	6	2	4	4
g11092	8	8	0	0	0	0	3	3
g11093	2	11	0	0	4	5	6	6
g11094	6	0	7	7	0	10	9	9
g11095	0	10	7	7	10	5	0	0
g11096	0	0	0	0	0	2	0	0
g11097	0	0	0	0	0	0	0	0
g11098	0	0	0	0	2	0	3	3
g11099	0	0	6	6	11	2	5	5
g111	8	0	2	2	0	0	0	0
g1110	0	0	0	0	0	0	0	0
g11100	0	2	0	0	0	0	0	0
g11101	0	0	0	0	0	0	0	0
g11102	4	4	0	0	0	0	0	0
g11103	2	0	0	0	6	0	3	3
g11104	0	0	0	0	0	0	0	0
g11105	0	0	0	0	0	0	0	0
g11106	2	0	5	5	0	12	0	0
g11107	18	20	13	13	3	11	24	24
g11108	11	4	8	8	12	16	12	12
g11109	0	0	0	0	0	0	2	2
g1111	0	0	2	2	0	0	0	0
g11110	0	0	0	0	0	0	0	0
g11111	7	5	8	8	5	7	0	0
g11112	0	0	4	4	0	0	0	0
g11113	0	5	0	0	2	0	0	0
g11114	0	0	0	0	0	0	0	0
g11115	174	129	89	89	136	175	124	124
g11116	0	0	0	0	0	0	0	0
g11117	22	36	20	20	20	6	12	12
g11118	9	0	0	0	0	9	9	9
g11119	0	2	4	4	2	2	0	0
g1112	10	17	12	12	26	24	11	11
g11120	0	0	0	0	0	0	0	0
g11121	0	0	9	9	2	0	7	7
g11122	0	0	0	0	4	0	0	0
g11123	2	0	0	0	0	6	3	3
g11124	4	0	0	0	6	5	5	5
g11125	0	2	6	6	3	0	0	0
g11126	0	0	0	0	0	0	0	0
g11127	0	0	0	0	0	0	0	0
g11128	0	0	0	0	0	0	0	0
g11129	0	0	0	0	7	7	4	4
g1113	0	0	0	0	0	3	1	1
g11130	0	5	0	0	4	0	3	3
g11131	0	0	2	2	2	0	0	0
g11132	4	0	6	6	15	8	5	5
g11133	0	0	0	0	0	0	0	0
g11134	0	4	0	0	0	0	0	0
g11135	0	0	0	0	0	0	0	0
g11136	15	14	20	20	8	25	7	7
g11137	3	3	0	0	0	0	0	0
g11138	6	12	0	0	12	5	4	4
g11139	0	0	0	0	0	0	0	0
g1114	18	0	0	0	0	16	18	18
g11140	0	0	0	0	0	2	0	0
g11141	0	0	0	0	4	0	0	0
g11142	3	3	3	3	2	4	1	1
g11143	0	0	0	0	0	0	0	0
g11144	0	0	0	0	0	0	0	0
g11145	5	8	16	16	9	10	8	8
g11146	0	0	0	0	0	0	0	0
g11147	0	0	3	3	2	3	0	0
g11148	10	5	5	5	0	6	0	0
g11149	0	0	0	0	0	0	2	2
g1115	14	0	7	7	11	10	11	11
g11150	8	0	9	9	9	10	9	9
g11151	4	12	12	12	0	12	6	6
g11152	0	3	0	0	0	0	0	0
g11153	19	9	13	13	13	15	19	19
g11154	24	28	32	32	35	27	33	33
g11155	4	0	8	8	10	0	0	0
g11156	2	0	0	0	0	0	0	0
g11157	8	0	3	3	0	0	8	8
g11158	14	6	0	0	0	14	10	10
g11159	0	0	0	0	0	2	0	0
g1116	0	0	6	6	0	0	6	6
g11160	0	0	0	0	0	0	0	0
g11161	20	25	11	11	19	18	23	23
g11162	0	0	0	0	0	0	2	2
g11163	0	0	0	0	0	0	0	0
g11164	6	0	4	4	0	0	0	0
g11165	6	4	0	0	0	6	0	0
g11166	37	36	56	56	31	32	45	45
g11167	0	0	0	0	0	0	0	0
g11168	2	0	2	2	0	4	3	3
g11169	0	0	0	0	0	2	2	2
g1117	20	14	24	24	7	3	10	10
g11170	0	1	0	0	0	1	1	1
g11171	0	0	0	0	0	0	0	0
g11172	0	0	0	0	0	0	0	0
g11173	23	46	58	58	33	44	37	37
g11174	4	3	2	2	3	0	6	6
g11175	0	0	0	0	0	0	0	0
g11176	7	0	6	6	4	0	0	0
g11177	6	6	15	15	4	9	11	11
g11178	0	0	0	0	4	0	0	0
g11179	31	32	10	10	18	27	10	10
g1118	0	0	0	0	0	0	0	0
g11180	6	4	8	8	0	8	6	6
g11181	17	8	10	10	24	3	15	15
g11182	62	47	49	49	37	34	31	31
g11183	0	0	0	0	0	0	0	0
g11184	0	9	2	2	10	0	0	0
g11185	3	9	0	0	5	3	9	9
g11186	12	0	10	10	0	12	4	4
g11187	0	0	0	0	0	0	0	0
g11188	0	0	0	0	0	0	2	2
g11189	0	0	2	2	0	0	0	0
g1119	2	0	6	6	0	0	9	9
g11190	0	0	0	0	0	0	0	0
g11191	0	4	0	0	3	0	0	0
g11192	0	0	0	0	0	0	0	0
g11193	14	0	18	18	8	22	14	14
g11194	0	0	0	0	0	0	0	0
g11195	1	0	0	0	0	0	0	0
g11196	2	0	0	0	0	3	0	0
g11197	4	11	10	10	7	0	4	4
g11198	0	0	0	0	0	0	0	0
g11199	219	248	158	158	157	209	306	306
g112	0	0	0	0	0	0	0	0
g1120	0	2	0	0	2	0	0	0
g11200	0	0	0	0	0	0	0	0
g11201	31	53	46	46	4	14	22	22
g11202	5	3	0	0	3	0	0	0
g11203	0	0	0	0	4	0	0	0
g11204	0	0	0	0	0	2	0	0
g11205	0	1	0	0	2	1	0	0
g11206	0	5	3	3	12	0	0	0
g11207	54	51	49	49	28	41	32	32
g11208	0	0	3	3	4	0	0	0
g11209	61	43	76	76	97	52	87	87
g1121	12	4	10	10	12	16	18	18
g11210	0	0	0	0	0	0	0	0
g11211	0	0	2	2	0	0	0	0
g11212	0	0	0	0	0	0	0	0
g11213	0	0	0	0	4	0	0	0
g11214	0	0	3	3	0	0	0	0
g11215	10	0	20	20	11	5	2	2
g11216	6	8	6	6	3	0	10	10
g11217	0	5	0	0	0	0	0	0
g11218	0	0	0	0	5	0	0	0
g11219	0	0	0	0	0	0	0	0
g1122	0	0	2	2	0	0	0	0
g11220	20	17	16	16	27	15	17	17
g11221	0	0	0	0	0	0	0	0
g11222	0	0	0	0	0	0	0	0
g11223	0	0	0	0	0	2	0	0
g11224	8	7	11	11	17	10	6	6
g11225	0	0	0	0	0	2	0	0
g11226	5	0	6	6	0	0	6	6
g11227	12	6	6	6	7	4	5	5
g11228	0	0	0	0	3	4	4	4
g11229	15	21	24	24	20	15	13	13
g1123	0	0	0	0	0	0	0	0
g11230	0	2	0	0	5	0	7	7
g11231	0	0	0	0	0	0	4	4
g11232	3	8	0	0	6	5	3	3
g11233	0	2	0	0	2	0	0	0
g11234	0	2	2	2	0	0	0	0
g11235	2	3	0	0	3	0	0	0
g11236	5	6	0	0	11	2	0	0
g11237	2	0	0	0	0	0	0	0
g11238	0	6	10	10	0	8	6	6
g11239	4	0	5	5	1	0	0	0
g1124	0	0	0	0	0	0	2	2
g11240	24	19	17	17	8	9	14	14
g11241	0	0	0	0	4	2	0	0
g11242	8	2	15	15	8	11	0	0
g11243	8	5	3	3	0	0	0	0
g11244	24	26	18	18	17	27	30	30
g11245	0	0	0	0	0	0	0	0
g11246	0	2	0	0	2	2	4	4
g11247	0	0	0	0	2	0	1	1
